prefix,datadog_id,type,description
cockroachdb,security.certificate_expiration.node,gauge,Expiration for the node certificate. 0 means no certificate or error
cockroachdb,security.certificate_expiration.node_client,gauge,Expiration for the node’s client certificate. 0 means no certificate or error
cockroachdb,security.certificate_expiration.ui,gauge,Expiration for the UI certificate. 0 means no certificate or error
cockroachdb,security.certificate_expiration.ui_ca,gauge,Expiration for the UI CA certificate. 0 means no certificate or error
cockroachdb,spanconfig.kvsubscriber.oldest_protected_record_nanos,gauge,"Difference between the current time and the oldest protected timestamp (sudden drops indicate a record being released; an ever increasing number indicates that the oldest record is around and preventing GC if > configured GC TTL)
Shown as nanosecond"
cockroachdb,spanconfig.kvsubscriber.protected_record_count,gauge,"Number of protected timestamp records, as seen by KV"
cockroachdb,spanconfig.kvsubscriber.update_behind_nanos,gauge,"Difference between the current time and when the KVSubscriber received its last update (an ever increasing number indicates that we’re no longer receiving updates)
Shown as nanosecond"
cockroachdb,sql.bytesin,count,"[OpenMetrics v1] Number of sql bytes received
Shown as byte"
cockroachdb,sql.bytesin.count,count,"[OpenMetrics v2] Number of sql bytes received
Shown as byte"
cockroachdb,sql.bytesout,count,"[OpenMetrics v1] Number of sql bytes sent
Shown as byte"
cockroachdb,sql.bytesout.count,count,"[OpenMetrics v2] Number of sql bytes sent
Shown as byte"
cockroachdb,sql.conn.failures.count,count,Number of SQL connection failures
cockroachdb,sql.conn.latency,gauge,"[OpenMetrics v1] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
cockroachdb,sql.conn.latency.bucket,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
cockroachdb,sql.conn.latency.count,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
cockroachdb,sql.conn.latency.sum,count,"[OpenMetrics v2] Latency to establish and authenticate a SQL connection
Shown as nanosecond"
cockroachdb,sql.conns,gauge,"[OpenMetrics v1 & v2] Number of active sql connections
Shown as connection"
cockroachdb,sql.conns_waiting_to_hash,gauge,Number of SQL connection attempts that are being throttled in order to limit password hashing concurrency
cockroachdb,sql.contention.resolver.failed_resolutions.count,count,Number of failed transaction ID resolution attempts
cockroachdb,sql.contention.resolver.queue_size,gauge,Length of queued unresolved contention events
cockroachdb,sql.contention.resolver.retries.count,count,Number of times transaction id resolution has been retried
cockroachdb,sql.contention.txn_id_cache.miss.count,count,Number of cache misses
cockroachdb,sql.contention.txn_id_cache.read.count,count,Number of cache read
cockroachdb,sql.copy.count,count,Number of COPY SQL statements successfully executed
cockroachdb,sql.copy.internal.count,count,Number of COPY SQL statements successfully executed (internal queries)
cockroachdb,sql.copy.nonatomic.count,count,Number of non-atomic COPY SQL statements successfully executed
cockroachdb,sql.copy.nonatomic.internal.count,count,Number of non-atomic COPY SQL statements successfully executed (internal queries)
cockroachdb,sql.copy.nonatomic.started.count,count,Number of non-atomic COPY SQL statements started
cockroachdb,sql.copy.nonatomic.started.internal.count,count,Number of non-atomic COPY SQL statements started (internal queries)
cockroachdb,sql.copy.started.count,count,Number of COPY SQL statements started
cockroachdb,sql.copy.started.internal.count,count,Number of COPY SQL statements started (internal queries)
cockroachdb,sql.ddl.count,count,[OpenMetrics v1 & v2] Number of SQL DDL statements
cockroachdb,sql.ddl.internal.count,count,Number of SQL DDL statements successfully executed (internal queries)
cockroachdb,sql.ddl.started.count,count,Number of SQL DDL statements started
cockroachdb,sql.ddl.started.internal.count,count,Number of SQL DDL statements started (internal queries)
cockroachdb,sql.delete.count,count,[OpenMetrics v1 & v2] Number of SQL DELETE statements
cockroachdb,sql.delete.internal.count,count,Number of SQL DELETE statements successfully executed (internal queries)
cockroachdb,sql.delete.started.count,count,Number of SQL DELETE statements started
cockroachdb,sql.delete.started.internal.count,count,Number of SQL DELETE statements started (internal queries)
cockroachdb,sql.disk.distsql.current,gauge,"Current sql statement disk usage for distsql
Shown as byte"
cockroachdb,sql.disk.distsql.max.bucket,count,"Disk usage per sql statement for distsql
Shown as byte"
cockroachdb,sql.disk.distsql.max.count,count,"Disk usage per sql statement for distsql
Shown as byte"
cockroachdb,sql.disk.distsql.max.sum,count,"Disk usage per sql statement for distsql
Shown as byte"
cockroachdb,sql.disk.distsql.spilled.bytes.read.count,count,"Number of bytes read from temporary disk storage as a result of spilling
Shown as byte"
cockroachdb,sql.disk.distsql.spilled.bytes.written.count,count,"Number of bytes written to temporary disk storage as a result of spilling
Shown as byte"
cockroachdb,sql.distsql.contended.queries,count,[OpenMetrics v1] Number of SQL queries that experienced contention
cockroachdb,sql.distsql.contended.queries.count,count,[OpenMetrics v2] Number of SQL queries that experienced contention0
cockroachdb,sql.distsql.contended_queries.count,count,Number of SQL queries that experienced contention
cockroachdb,sql.distsql.dist_query_rerun_locally.count,count,Total number of cases when distributed query error resulted in a local rerun
cockroachdb,sql.distsql.dist_query_rerun_locally.failure_count.count,count,Total number of cases when the local rerun of a distributed query resulted in an error
cockroachdb,sql.distsql.exec.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.bucket,count,"Latency of DistSQL statement execution
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.internal.bucket,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.internal.count,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.internal.sum,count,"Latency of DistSQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.exec.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL statement execution
Shown as nanosecond"
cockroachdb,sql.distsql.flows.active,gauge,[OpenMetrics v1 & v2] Number of distributed SQL flows currently active
cockroachdb,sql.distsql.flows.count,count,[OpenMetrics v2] Number of distributed SQL flows executed
cockroachdb,sql.distsql.flows.total,count,[OpenMetrics v1] Number of distributed SQL flows executed
cockroachdb,sql.distsql.flows.total.count,count,Number of distributed SQL flows executed
cockroachdb,sql.distsql.queries.active,gauge,[OpenMetrics v1 & v2] Number of distributed SQL queries currently active
cockroachdb,sql.distsql.queries.count,count,[OpenMetrics v2] Number of distributed SQL queries executed
cockroachdb,sql.distsql.queries.spilled.count,count,Number of queries that have spilled to disk
cockroachdb,sql.distsql.queries.total,count,[OpenMetrics v1] Number of distributed SQL queries executed
cockroachdb,sql.distsql.select.count,count,[OpenMetrics v1 & v2] Number of DistSQL SELECT statements
cockroachdb,sql.distsql.select.internal.count,count,Number of DistSQL SELECT statements (internal queries)
cockroachdb,sql.distsql.service.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.internal,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.internal.bucket,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.internal.count,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.internal.sum,count,"Latency of DistSQL request execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.distsql.service.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of DistSQL request execution
Shown as nanosecond"
cockroachdb,sql.distsql.vec.openfds,gauge,Current number of open file descriptors used by vectorized external storage
cockroachdb,sql.exec.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
cockroachdb,sql.exec.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
cockroachdb,sql.exec.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
cockroachdb,sql.exec.latency.internal,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.exec.latency.internal.bucket,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.exec.latency.internal.count,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.exec.latency.internal.sum,count,"Latency of SQL statement execution (internal queries)
Shown as nanosecond"
cockroachdb,sql.exec.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of SQL statement execution
Shown as nanosecond"
cockroachdb,sql.failure,count,[OpenMetrics v1] Number of statements resulting in a planning or runtime error
cockroachdb,sql.failure.count,count,[OpenMetrics v2] Number of statements resulting in a planning or runtime error
cockroachdb,sql.failure.internal.count,count,Number of statements resulting in a planning or runtime error (internal queries)
cockroachdb,sql.feature_flag_denial.count,count,Counter of the number of statements denied by a feature flag
cockroachdb,sql.full.scan,count,[OpenMetrics v1] Number of full table or index scans
cockroachdb,sql.full.scan.count,count,[OpenMetrics v2] Number of full table or index scans
cockroachdb,sql.full.scan.internal.count,count,Number of full table or index scans (internal queries)
cockroachdb,sql.guardrails.full_scan_rejected.count,count,Number of full table or index scans that have been rejected because of disallow_full_table_scans guardrail
cockroachdb,sql.guardrails.full_scan_rejected.internal.count,count,Number of full table or index scans that have been rejected because of disallow_full_table_scans guardrail (internal queries)
cockroachdb,sql.guardrails.max_row_size_err.count,count,Number of rows observed violating sql.guardrails.max_row_size_err
cockroachdb,sql.guardrails.max_row_size_err.internal.count,count,Number of rows observed violating sql.guardrails.max_row_size_err (internal queries)
cockroachdb,sql.guardrails.max_row_size_log.count,count,Number of rows observed violating sql.guardrails.max_row_size_log
cockroachdb,sql.guardrails.max_row_size_log.internal.count,count,Number of rows observed violating sql.guardrails.max_row_size_log (internal queries)
cockroachdb,sql.guardrails.transaction_rows_read_err.count,count,Number of transactions errored because of transaction_rows_read_err guardrail
cockroachdb,sql.guardrails.transaction_rows_read_err.internal.count,count,Number of transactions errored because of transaction_rows_read_err guardrail (internal queries)
cockroachdb,sql.guardrails.transaction_rows_read_log.count,count,Number of transactions logged because of transaction_rows_read_log guardrail
cockroachdb,sql.guardrails.transaction_rows_read_log.internal.count,count,Number of transactions logged because of transaction_rows_read_log guardrail (internal queries)
cockroachdb,sql.guardrails.transaction_rows_written_err.count,count,Number of transactions errored because of transaction_rows_written_err guardrail
cockroachdb,sql.guardrails.transaction_rows_written_err.internal.count,count,Number of transactions errored because of transaction_rows_written_err guardrail (internal queries)
cockroachdb,sql.guardrails.transaction_rows_written_log.count,count,Number of transactions logged because of transaction_rows_written_log guardrail
cockroachdb,sql.guardrails.transaction_rows_written_log.internal.count,count,Number of transactions logged because of transaction_rows_written_log guardrail (internal queries)
cockroachdb,sql.hydrated_schema_cache.hits.count,count,counter on the number of cache hits
cockroachdb,sql.hydrated_schema_cache.misses.count,count,counter on the number of cache misses
cockroachdb,sql.hydrated_table_cache.hits.count,count,counter on the number of cache hits
cockroachdb,sql.hydrated_table_cache.misses.count,count,counter on the number of cache misses
cockroachdb,sql.hydrated_type_cache.hits.count,count,counter on the number of cache hits
cockroachdb,sql.hydrated_type_cache.misses.count,count,counter on the number of cache misses
cockroachdb,sql.hydrated_udf_cache.hits.count,count,counter on the number of cache hits
cockroachdb,sql.hydrated_udf_cache.misses.count,count,counter on the number of cache misses
cockroachdb,sql.insert.count,count,[OpenMetrics v1 & v2] Number of SQL INSERT statements
cockroachdb,sql.insert.internal.count,count,Number of SQL INSERT statements successfully executed (internal queries)
cockroachdb,sql.insert.started.count,count,Number of SQL INSERT statements started
cockroachdb,sql.insert.started.internal.count,count,Number of SQL INSERT statements started (internal queries)
cockroachdb,sql.insights.anomaly_detection.evictions.count,count,Evictions of fingerprint latency summaries due to memory pressure
cockroachdb,sql.insights.anomaly_detection.fingerprints,gauge,Current number of statement fingerprints being monitored for anomaly detection
cockroachdb,sql.insights.anomaly_detection.memory,gauge,"Current memory used to support anomaly detection
Shown as byte"
cockroachdb,sql.leases.active,gauge,The number of outstanding SQL schema leases.
cockroachdb,sql.mem.admin.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for admin
cockroachdb,sql.mem.admin.max,gauge,[OpenMetrics v1] Memory usage per sql statement for admin
cockroachdb,sql.mem.admin.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for admin
cockroachdb,sql.mem.admin.max.count,count,[OpenMetrics v2] Memory usage per sql statement for admin
cockroachdb,sql.mem.admin.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for admin
cockroachdb,sql.mem.admin.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for admin
cockroachdb,sql.mem.admin.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for admin
cockroachdb,sql.mem.admin.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for admin
cockroachdb,sql.mem.admin.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for admin
cockroachdb,sql.mem.admin.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for admin
cockroachdb,sql.mem.admin.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for admin
cockroachdb,sql.mem.admin.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for admin
cockroachdb,sql.mem.admin.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for admin
cockroachdb,sql.mem.admin.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for admin
cockroachdb,sql.mem.bulk.current,gauge,"Current sql statement memory usage for bulk operations
Shown as byte"
cockroachdb,sql.mem.bulk.max,count,"Memory usage per sql statement for bulk operations
Shown as byte"
cockroachdb,sql.mem.bulk.max.bucket,count,"Memory usage per sql statement for bulk operations
Shown as byte"
cockroachdb,sql.mem.bulk.max.count,count,"Memory usage per sql statement for bulk operations
Shown as byte"
cockroachdb,sql.mem.bulk.max.sum,count,"Memory usage per sql statement for bulk operations
Shown as byte"
cockroachdb,sql.mem.client.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for client
cockroachdb,sql.mem.client.max,gauge,[OpenMetrics v1] Memory usage per sql statement for client
cockroachdb,sql.mem.client.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for client
cockroachdb,sql.mem.client.max.count,count,[OpenMetrics v2] Memory usage per sql statement for client
cockroachdb,sql.mem.client.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for client
cockroachdb,sql.mem.client.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for client
cockroachdb,sql.mem.client.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for client
cockroachdb,sql.mem.client.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for client
cockroachdb,sql.mem.client.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for client
cockroachdb,sql.mem.client.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for client
cockroachdb,sql.mem.client.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for client
cockroachdb,sql.mem.client.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for client
cockroachdb,sql.mem.client.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for client
cockroachdb,sql.mem.client.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for client
cockroachdb,sql.mem.client.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for client
cockroachdb,sql.mem.conns.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for conns
cockroachdb,sql.mem.conns.max,gauge,[OpenMetrics v1] Memory usage per sql statement for conns
cockroachdb,sql.mem.conns.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for conns
cockroachdb,sql.mem.conns.max.count,count,[OpenMetrics v2] Memory usage per sql statement for conns
cockroachdb,sql.mem.conns.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for conns
cockroachdb,sql.mem.conns.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for conns
cockroachdb,sql.mem.conns.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for conns
cockroachdb,sql.mem.conns.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for conns
cockroachdb,sql.mem.conns.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for conns
cockroachdb,sql.mem.conns.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for conns
cockroachdb,sql.mem.conns.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for conns
cockroachdb,sql.mem.conns.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for conns
cockroachdb,sql.mem.conns.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for conns
cockroachdb,sql.mem.conns.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for conns
cockroachdb,sql.mem.conns.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for conns
cockroachdb,sql.mem.distsql.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for distsql
cockroachdb,sql.mem.distsql.max,gauge,[OpenMetrics v1] Memory usage per sql statement for distsql
cockroachdb,sql.mem.distsql.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for distsql
cockroachdb,sql.mem.distsql.max.count,count,[OpenMetrics v2] Memory usage per sql statement for distsql
cockroachdb,sql.mem.distsql.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for distsql
cockroachdb,sql.mem.internal.current,gauge,[OpenMetrics v1 & v2] Current sql statement memory usage for internal
cockroachdb,sql.mem.internal.max,gauge,[OpenMetrics v1] Memory usage per sql statement for internal
cockroachdb,sql.mem.internal.max.bucket,count,[OpenMetrics v2] Memory usage per sql statement for internal
cockroachdb,sql.mem.internal.max.count,count,[OpenMetrics v2] Memory usage per sql statement for internal
cockroachdb,sql.mem.internal.max.sum,count,[OpenMetrics v2] Memory usage per sql statement for internal
cockroachdb,sql.mem.internal.session.current,gauge,[OpenMetrics v1 & v2] Current sql session memory usage for internal
cockroachdb,sql.mem.internal.session.max,gauge,[OpenMetrics v1] Memory usage per sql session for internal
cockroachdb,sql.mem.internal.session.max.bucket,count,[OpenMetrics v2] Memory usage per sql session for internal
cockroachdb,sql.mem.internal.session.max.count,count,[OpenMetrics v2] Memory usage per sql session for internal
cockroachdb,sql.mem.internal.session.max.sum,count,[OpenMetrics v2] Memory usage per sql session for internal
cockroachdb,sql.mem.internal.session.prepared.current,gauge,"Current sql session memory usage by prepared statements for internal
Shown as byte"
cockroachdb,sql.mem.internal.session.prepared.max.bucket,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
cockroachdb,sql.mem.internal.session.prepared.max.count,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
cockroachdb,sql.mem.internal.session.prepared.max.sum,count,"Memory usage by prepared statements per sql session for internal
Shown as byte"
cockroachdb,sql.mem.internal.txn.current,gauge,[OpenMetrics v1 & v2] Current sql transaction memory usage for internal
cockroachdb,sql.mem.internal.txn.max,gauge,[OpenMetrics v1] Memory usage per sql transaction for internal
cockroachdb,sql.mem.internal.txn.max.bucket,count,[OpenMetrics v2] Memory usage per sql transaction for internal
cockroachdb,sql.mem.internal.txn.max.count,count,[OpenMetrics v2] Memory usage per sql transaction for internal
cockroachdb,sql.mem.internal.txn.max.sum,count,[OpenMetrics v2] Memory usage per sql transaction for internal
cockroachdb,sql.mem.root.current,gauge,Current sql statement memory usage for root
cockroachdb,sql.mem.root.max.bucket,count,"Memory usage per sql statement for root
Shown as byte"
cockroachdb,sql.mem.root.max.count,count,"Memory usage per sql statement for root
Shown as byte"
cockroachdb,sql.mem.root.max.sum,count,"Memory usage per sql statement for root
Shown as byte"
cockroachdb,sql.mem.sql.current,gauge,"Current sql statement memory usage for sql
Shown as byte"
cockroachdb,sql.mem.sql.max,count,"Memory usage per sql statement for sql
Shown as byte"
cockroachdb,sql.mem.sql.max.bucket,count,"Memory usage per sql statement for sql
Shown as byte"
cockroachdb,sql.mem.sql.max.count,count,"Memory usage per sql statement for sql
Shown as byte"
cockroachdb,sql.mem.sql.max.sum,count,"Memory usage per sql statement for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.current,gauge,"Current sql session memory usage for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.max,count,"Memory usage per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.max.bucket,count,"Memory usage per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.max.count,count,"Memory usage per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.max.sum,count,"Memory usage per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.prepared.current,gauge,"Current sql session memory usage by prepared statements for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.prepared.max,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.prepared.max.bucket,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.prepared.max.count,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.session.prepared.max.sum,count,"Memory usage by prepared statements per sql session for sql
Shown as byte"
cockroachdb,sql.mem.sql.txn.current,gauge,"Current sql transaction memory usage for sql
Shown as byte"
cockroachdb,sql.mem.sql.txn.max,count,"Memory usage per sql transaction for sql
Shown as byte"
cockroachdb,sql.mem.sql.txn.max.bucket,count,"Memory usage per sql transaction for sql
Shown as byte"
cockroachdb,sql.mem.sql.txn.max.count,count,"Memory usage per sql transaction for sql
Shown as byte"
cockroachdb,sql.mem.sql.txn.max.sum,count,"Memory usage per sql transaction for sql
Shown as byte"
cockroachdb,sql.misc.count,count,[OpenMetrics v1 & v2] Number of other SQL statements
cockroachdb,sql.misc.internal.count,count,Number of other SQL statements successfully executed (internal queries)
cockroachdb,sql.misc.started.count,count,Number of other SQL statements started
cockroachdb,sql.misc.started.internal.count,count,Number of other SQL statements started (internal queries)
cockroachdb,sql.new_conns.count,count,Counter of the number of sql connections created
cockroachdb,sql.optimizer.fallback.count,count,Number of statements which the cost-based optimizer was unable to plan
cockroachdb,sql.optimizer.fallback.internal.count,count,Number of statements which the cost-based optimizer was unable to plan (internal queries)
cockroachdb,sql.optimizer.plan_cache.hits.count,count,Number of non-prepared statements for which a cached plan was used
cockroachdb,sql.optimizer.plan_cache.hits.internal.count,count,Number of non-prepared statements for which a cached plan was used (internal queries)
cockroachdb,sql.optimizer.plan_cache.misses.count,count,Number of non-prepared statements for which a cached plan was not used
cockroachdb,sql.optimizer.plan_cache.misses.internal.count,count,Number of non-prepared statements for which a cached plan was not used (internal queries)
cockroachdb,sql.pgwire_cancel.count,count,Number of pgwire query cancel requests
cockroachdb,sql.pgwire_cancel.ignored.count,count,Number of pgwire query cancel requests that were ignored due to rate limiting
cockroachdb,sql.pgwire_cancel.successful.count,count,Number of pgwire query cancel requests that were successful
cockroachdb,sql.pre_serve.bytesin.count,count,"Number of SQL bytes received prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.bytesout.count,count,"Number of SQL bytes sent prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.conn.failures.count,count,Number of SQL connection failures prior to routing the connection to the target SQL server
cockroachdb,sql.pre_serve.mem.cur,gauge,"Current memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.mem.max,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.mem.max.bucket,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.mem.max.count,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.mem.max.sum,count,"Memory usage for SQL connections prior to routing the connection to the target SQL server
Shown as byte"
cockroachdb,sql.pre_serve.new_conns.count,count,Number of SQL connections created prior to routing the connection to the target SQL server
cockroachdb,sql.query.count,count,[OpenMetrics v1 & v2] Number of SQL queries
cockroachdb,sql.query.internal.count,count,Number of SQL queries executed (internal queries)
cockroachdb,sql.query.started.count,count,Number of SQL queries started
cockroachdb,sql.query.started.internal.count,count,Number of SQL queries started (internal queries)
cockroachdb,sql.restart_savepoint.count,count,Number of SAVEPOINT cockroach_restart statements successfully executed
cockroachdb,sql.restart_savepoint.internal.count,count,Number of SAVEPOINT cockroach_restart statements successfully executed (internal queries)
cockroachdb,sql.restart_savepoint.release.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements successfully executed
cockroachdb,sql.restart_savepoint.release.internal.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements successfully executed (internal queries)
cockroachdb,sql.restart_savepoint.release.started.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements started
cockroachdb,sql.restart_savepoint.release.started.internal.count,count,Number of RELEASE SAVEPOINT cockroach_restart statements started (internal queries)
cockroachdb,sql.restart_savepoint.rollback.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements successfully executed
cockroachdb,sql.restart_savepoint.rollback.internal.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements successfully executed (internal queries)
cockroachdb,sql.restart_savepoint.rollback.started.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements started
cockroachdb,sql.restart_savepoint.rollback.started.internal.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements started (internal queries)
cockroachdb,sql.restart_savepoint.started.count,count,Number of SAVEPOINT cockroach_restart statements started
cockroachdb,sql.restart_savepoint.started.internal.count,count,Number of SAVEPOINT cockroach_restart statements started (internal queries)
cockroachdb,sql.savepoint.count,count,Number of SQL SAVEPOINT statements successfully executed
cockroachdb,sql.savepoint.internal.count,count,Number of SQL SAVEPOINT statements successfully executed (internal queries)
cockroachdb,sql.savepoint.release.count,count,Number of RELEASE SAVEPOINT statements successfully executed
cockroachdb,sql.savepoint.release.internal.count,count,Number of RELEASE SAVEPOINT statements successfully executed (internal queries)
cockroachdb,sql.savepoint.release.started.count,count,Number of RELEASE SAVEPOINT statements started
cockroachdb,sql.savepoint.release.started.internal.count,count,Number of RELEASE SAVEPOINT statements started (internal queries)
cockroachdb,sql.savepoint.rollback.count,count,Number of ROLLBACK TO SAVEPOINT statements successfully executed
cockroachdb,sql.savepoint.rollback.internal.count,count,Number of ROLLBACK TO SAVEPOINT statements successfully executed (internal queries)
cockroachdb,sql.savepoint.rollback.started.count,count,Number of ROLLBACK TO SAVEPOINT statements started
cockroachdb,sql.savepoint.rollback.started.internal.count,count,Number of ROLLBACK TO SAVEPOINT statements started (internal queries)
cockroachdb,sql.savepoint.started.count,count,Number of SQL SAVEPOINT statements started
cockroachdb,sql.savepoint.started.internal.count,count,Number of SQL SAVEPOINT statements started (internal queries)
cockroachdb,sql.schema.invalid_objects,gauge,Gauge of detected invalid objects within the system.descriptor table (measured by querying crdb_internal.invalid_objects)
cockroachdb,sql.schema_changer.permanent_errors.count,count,Counter of the number of permanent errors experienced by the schema changer
cockroachdb,sql.schema_changer.retry_errors.count,count,Counter of the number of retriable errors experienced by the schema changer
cockroachdb,sql.schema_changer.running,gauge,Gauge of currently running schema changes
cockroachdb,sql.schema_changer.successes.count,count,Counter of the number of schema changer resumes which succeed
cockroachdb,sql.select.count,count,[OpenMetrics v1 & v2] Number of SQL SELECT statements
cockroachdb,sql.select.internal.count,count,Number of SQL SELECT statements successfully executed (internal queries)
cockroachdb,sql.select.started.count,count,Number of SQL SELECT statements started
cockroachdb,sql.select.started.internal.count,count,Number of SQL SELECT statements started (internal queries)
